"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Oregon"	"41"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	32675	3930065	831.4
	"Oregon"	"41"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	377	3970239	9.5
	"Oregon"	"41"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	98	3970239	2.5
	"Oregon"	"41"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	46	3970239	1.2
	"Oregon"	"41"	"2014"	"2014"	"All other drug-induced causes"	"D9"	95	3970239	2.4
	"Oregon"	"41"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	46	3970239	1.2
	"Oregon"	"41"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	715	3970239	18.0
	"Oregon"	"41"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	32773	3970239	825.5
	"Oregon"	"41"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	360	4028977	8.9
	"Oregon"	"41"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	97	4028977	2.4
	"Oregon"	"41"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	48	4028977	1.2
	"Oregon"	"41"	"2015"	"2015"	"All other drug-induced causes"	"D9"	104	4028977	2.6
	"Oregon"	"41"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	40	4028977	1.0
	"Oregon"	"41"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	856	4028977	21.2
	"Oregon"	"41"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	34200	4028977	848.9
	"Oregon"	"41"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	390	4093465	9.5
	"Oregon"	"41"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	80	4093465	2.0
	"Oregon"	"41"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	36	4093465	0.9
	"Oregon"	"41"	"2016"	"2016"	"All other drug-induced causes"	"D9"	145	4093465	3.5
	"Oregon"	"41"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	45	4093465	1.1
	"Oregon"	"41"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	784	4093465	19.2
	"Oregon"	"41"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	34298	4093465	837.9
	"Pennsylvania"	"42"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	713	12263805	5.8
	"Pennsylvania"	"42"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	139	12263805	1.1
	"Pennsylvania"	"42"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	131	12263805	1.1
	"Pennsylvania"	"42"	"1999"	"1999"	"All other drug-induced causes"	"D9"	59	12263805	0.5
	"Pennsylvania"	"42"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	447	12263805	3.6
	"Pennsylvania"	"42"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	128778	12263805	1050.1
	"Pennsylvania"	"42"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	911	12281054	7.4
	"Pennsylvania"	"42"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	160	12281054	1.3
	"Pennsylvania"	"42"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	72	12281054	0.6
	"Pennsylvania"	"42"	"2000"	"2000"	"All other drug-induced causes"	"D9"	68	12281054	0.6
	"Pennsylvania"	"42"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	12281054	Unreliable
	"Pennsylvania"	"42"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	460	12281054	3.7
	"Pennsylvania"	"42"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	129127	12281054	1051.4
	"Pennsylvania"	"42"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	781	12298970	6.4
	"Pennsylvania"	"42"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	123	12298970	1.0
	"Pennsylvania"	"42"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	53	12298970	0.4
	"Pennsylvania"	"42"	"2001"	"2001"	"All other drug-induced causes"	"D9"	63	12298970	0.5
	"Pennsylvania"	"42"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	488	12298970	4.0
	"Pennsylvania"	"42"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	128212	12298970	1042.5
	"Pennsylvania"	"42"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	919	12331031	7.5
	"Pennsylvania"	"42"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	126	12331031	1.0
	"Pennsylvania"	"42"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	52	12331031	0.4
	"Pennsylvania"	"42"	"2002"	"2002"	"All other drug-induced causes"	"D9"	62	12331031	0.5
	"Pennsylvania"	"42"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	13	12331031	Unreliable
	"Pennsylvania"	"42"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	492	12331031	4.0
	"Pennsylvania"	"42"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	128559	12331031	1042.6
	"Pennsylvania"	"42"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1139	12374658	9.2
	"Pennsylvania"	"42"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	150	12374658	1.2
	"Pennsylvania"	"42"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	89	12374658	0.7
	"Pennsylvania"	"42"	"2003"	"2003"	"All other drug-induced causes"	"D9"	60	12374658	0.5
	"Pennsylvania"	"42"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	13	12374658	Unreliable
	"Pennsylvania"	"42"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	477	12374658	3.9
	"Pennsylvania"	"42"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	127838	12374658	1033.1
	"Pennsylvania"	"42"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1294	12410722	10.4
	"Pennsylvania"	"42"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	176	12410722	1.4
	"Pennsylvania"	"42"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	69	12410722	0.6
	"Pennsylvania"	"42"	"2004"	"2004"	"All other drug-induced causes"	"D9"	56	12410722	0.5
	"Pennsylvania"	"42"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	12410722	Unreliable
	"Pennsylvania"	"42"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	473	12410722	3.8
	"Pennsylvania"	"42"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	125552	12410722	1011.6
	"Pennsylvania"	"42"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1380	12449990	11.1
	"Pennsylvania"	"42"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	166	12449990	1.3
	"Pennsylvania"	"42"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	63	12449990	0.5
	"Pennsylvania"	"42"	"2005"	"2005"	"All other drug-induced causes"	"D9"	67	12449990	0.5
	"Pennsylvania"	"42"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	12	12449990	Unreliable
	"Pennsylvania"	"42"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	478	12449990	3.8
	"Pennsylvania"	"42"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	127362	12449990	1023.0
	"Pennsylvania"	"42"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1385	12510809	11.1
	"Pennsylvania"	"42"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	153	12510809	1.2
	"Pennsylvania"	"42"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	92	12510809	0.7
	"Pennsylvania"	"42"	"2006"	"2006"	"All other drug-induced causes"	"D9"	196	12510809	1.6
	"Pennsylvania"	"42"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	495	12510809	4.0
	"Pennsylvania"	"42"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	123202	12510809	984.8
	"Pennsylvania"	"42"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1469	12563937	11.7
	"Pennsylvania"	"42"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	169	12563937	1.3
	"Pennsylvania"	"42"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	92	12563937	0.7
	"Pennsylvania"	"42"	"2007"	"2007"	"All other drug-induced causes"	"D9"	79	12563937	0.6
	"Pennsylvania"	"42"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	54	12563937	0.4
	"Pennsylvania"	"42"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	494	12563937	3.9
	"Pennsylvania"	"42"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	122744	12563937	977.0
	"Pennsylvania"	"42"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1551	12612285	12.3
	"Pennsylvania"	"42"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	203	12612285	1.6
	"Pennsylvania"	"42"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	89	12612285	0.7
	"Pennsylvania"	"42"	"2008"	"2008"	"All other drug-induced causes"	"D9"	48	12612285	0.4
	"Pennsylvania"	"42"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	68	12612285	0.5
	"Pennsylvania"	"42"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	563	12612285	4.5
	"Pennsylvania"	"42"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	124933	12612285	990.6
	"Pennsylvania"	"42"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1581	12666858	12.5
	"Pennsylvania"	"42"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	227	12666858	1.8
	"Pennsylvania"	"42"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	96	12666858	0.8
	"Pennsylvania"	"42"	"2009"	"2009"	"All other drug-induced causes"	"D9"	74	12666858	0.6
	"Pennsylvania"	"42"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	71	12666858	0.6
	"Pennsylvania"	"42"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	624	12666858	4.9
	"Pennsylvania"	"42"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	122102	12666858	963.9
	"Pennsylvania"	"42"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1598	12702379	12.6
	"Pennsylvania"	"42"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	218	12702379	1.7
	"Pennsylvania"	"42"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	97	12702379	0.8
	"Pennsylvania"	"42"	"2010"	"2010"	"All other drug-induced causes"	"D9"	64	12702379	0.5
	"Pennsylvania"	"42"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	71	12702379	0.6
	"Pennsylvania"	"42"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	657	12702379	5.2
	"Pennsylvania"	"42"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	121888	12702379	959.6
	"Pennsylvania"	"42"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1956	12742886	15.3
	"Pennsylvania"	"42"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	219	12742886	1.7
	"Pennsylvania"	"42"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	106	12742886	0.8
	"Pennsylvania"	"42"	"2011"	"2011"	"All other drug-induced causes"	"D9"	53	12742886	0.4
	"Pennsylvania"	"42"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	73	12742886	0.6
	"Pennsylvania"	"42"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	679	12742886	5.3
	"Pennsylvania"	"42"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	125143	12742886	982.1
	"Pennsylvania"	"42"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2066	12763536	16.2
	"Pennsylvania"	"42"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	217	12763536	1.7
	"Pennsylvania"	"42"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	74	12763536	0.6
	"Pennsylvania"	"42"	"2012"	"2012"	"All other drug-induced causes"	"D9"	94	12763536	0.7
	"Pennsylvania"	"42"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	65	12763536	0.5
	"Pennsylvania"	"42"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	709	12763536	5.6
	"Pennsylvania"	"42"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	123748	12763536	969.5
	"Pennsylvania"	"42"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2114	12773801	16.5
	"Pennsylvania"	"42"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	225	12773801	1.8
	"Pennsylvania"	"42"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	83	12773801	0.6
	"Pennsylvania"	"42"	"2013"	"2013"	"All other drug-induced causes"	"D9"	99	12773801	0.8
	"Pennsylvania"	"42"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	56	12773801	0.4
	"Pennsylvania"	"42"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	734	12773801	5.7
	"Pennsylvania"	"42"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	125808	12773801	984.9
	"Pennsylvania"	"42"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2424	12787209	19.0
	"Pennsylvania"	"42"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	224	12787209	1.8
	"Pennsylvania"	"42"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	79	12787209	0.6
	"Pennsylvania"	"42"	"2014"	"2014"	"All other drug-induced causes"	"D9"	97	12787209	0.8
	"Pennsylvania"	"42"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	74	12787209	0.6
	"Pennsylvania"	"42"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	759	12787209	5.9
	"Pennsylvania"	"42"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	124772	12787209	975.8
	"Pennsylvania"	"42"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2951	12802503	23.1
	"Pennsylvania"	"42"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	227	12802503	1.8
	"Pennsylvania"	"42"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	82	12802503	0.6
	"Pennsylvania"	"42"	"2015"	"2015"	"All other drug-induced causes"	"D9"	112	12802503	0.9
	"Pennsylvania"	"42"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	60	12802503	0.5
	"Pennsylvania"	"42"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	819	12802503	6.4
	"Pennsylvania"	"42"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	128343	12802503	1002.5
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	4245	12784227	33.2
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	262	12784227	2.0
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	18	12784227	Unreliable
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	102	12784227	0.8
	"Pennsylvania"	"42"	"2016"	"2016"	"All other drug-induced causes"	"D9"	135	12784227	1.1
	"Pennsylvania"	"42"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	51	12784227	0.4
	"Pennsylvania"	"42"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	884	12784227	6.9
	"Pennsylvania"	"42"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	127343	12784227	996.1
	"Rhode Island"	"44"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	1040402	Unreliable
	"Rhode Island"	"44"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	41	1040402	3.9
	"Rhode Island"	"44"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	70	1040402	6.7
	"Rhode Island"	"44"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	9577	1040402	920.5
	"Rhode Island"	"44"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	61	1048319	5.8
	"Rhode Island"	"44"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	77	1048319	7.3
	"Rhode Island"	"44"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	9874	1048319	941.9
	"Rhode Island"	"44"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	1057142	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	1057142	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	86	1057142	8.1
	"Rhode Island"	"44"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	61	1057142	5.8
	"Rhode Island"	"44"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	9842	1057142	931.0
	"Rhode Island"	"44"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	1065995	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	83	1065995	7.8
	"Rhode Island"	"44"	"2002"	"2002"	"All other drug-induced causes"	"D9"	13	1065995	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	74	1065995	6.9
	"Rhode Island"	"44"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	10060	1065995	943.7
	"Rhode Island"	"44"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	1071342	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	16	1071342	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	118	1071342	11.0
	"Rhode Island"	"44"	"2003"	"2003"	"All other drug-induced causes"	"D9"	11	1071342	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	65	1071342	6.1
	"Rhode Island"	"44"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	9817	1071342	916.3
	"Rhode Island"	"44"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	1074579	Unreliable
	"Rhode Island"	"44"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	91	1074579	8.5
	"Rhode Island"	"44"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	83	1074579	7.7
	"Rhode Island"	"44"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	9577	1074579	891.2
	"Rhode Island"	"44"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	31	1067916	2.9
	"Rhode Island"	"44"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	17	1067916	Unreliable
	"Rhode Island"	"44"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	108	1067916	10.1
	"Rhode Island"	"44"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	55	1067916	5.2
	"Rhode Island"	"44"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	9788	1067916	916.6
	"Rhode Island"	"44"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	135	1063096	12.7
	"Rhode Island"	"44"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	12	1063096	Unreliable
	"Rhode Island"	"44"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	28	1063096	2.6
	"Rhode Island"	"44"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	94	1063096	8.8
	"Rhode Island"	"44"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	9416	1063096	885.7
	"Rhode Island"	"44"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	114	1057315	10.8
	"Rhode Island"	"44"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	1057315	Unreliable
	"Rhode Island"	"44"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	1057315	Unreliable
	"Rhode Island"	"44"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	82	1057315	7.8
	"Rhode Island"	"44"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	9488	1057315	897.4
	"Rhode Island"	"44"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	149	1055003	14.1
	"Rhode Island"	"44"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	30	1055003	2.8
	"Rhode Island"	"44"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	19	1055003	Unreliable
	"Rhode Island"	"44"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	67	1055003	6.4
	"Rhode Island"	"44"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	9459	1055003	896.6
	"Rhode Island"	"44"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	138	1053646	13.1
	"Rhode Island"	"44"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	21	1053646	2.0
	"Rhode Island"	"44"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	12	1053646	Unreliable
	"Rhode Island"	"44"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	77	1053646	7.3
	"Rhode Island"	"44"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	9138	1053646	867.3
	"Rhode Island"	"44"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	144	1052567	13.7
	"Rhode Island"	"44"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	20	1052567	1.9
	"Rhode Island"	"44"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	17	1052567	Unreliable
	"Rhode Island"	"44"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	85	1052567	8.1
	"Rhode Island"	"44"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	9301	1052567	883.6
	"Rhode Island"	"44"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	166	1051302	15.8
	"Rhode Island"	"44"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	16	1051302	Unreliable
	"Rhode Island"	"44"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	24	1051302	2.3
	"Rhode Island"	"44"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	106	1051302	10.1
	"Rhode Island"	"44"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	9258	1051302	880.6
	"Rhode Island"	"44"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	180	1050292	17.1
	"Rhode Island"	"44"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	15	1050292	Unreliable
	"Rhode Island"	"44"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	21	1050292	2.0
	"Rhode Island"	"44"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	114	1050292	10.9
	"Rhode Island"	"44"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	9018	1050292	858.6
	"Rhode Island"	"44"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	211	1051511	20.1
	"Rhode Island"	"44"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	25	1051511	2.4
	"Rhode Island"	"44"	"2013"	"2013"	"All other drug-induced causes"	"D9"	11	1051511	Unreliable
	"Rhode Island"	"44"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	1051511	Unreliable
	"Rhode Island"	"44"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	109	1051511	10.4
	"Rhode Island"	"44"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	9420	1051511	895.9
	"Rhode Island"	"44"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	223	1055173	21.1
	"Rhode Island"	"44"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	18	1055173	Unreliable
	"Rhode Island"	"44"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	26	1055173	2.5
	"Rhode Island"	"44"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	107	1055173	10.1
	"Rhode Island"	"44"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	9384	1055173	889.3
	"Rhode Island"	"44"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	281	1056298	26.6
